CxContactTimes,CxGoalMostImpCP4,CxGoalMostImpCP4[other],CxGoalAchieve,CxSenseBelongPre,CxSenseBelong,QSPS1[SQ1],QSPS1[SQ2],QSPS1[SQ3],QSPS1[SQ4],QSPS1[SQ5],SPSScore,CxSPS1,CxSenseBelongInd,CxSenseBelongDif,CxGoalAchievSum,QAgeN,CxGenderFMD,CxGenderFMD[other],CxTransgender,CxIdentity[CxBlack],CxIdentity[CxPOC],CxIdentity[CxFNIM],CxIdentity[CxLGBTQ],CxIdentity[CxPersonDisab],CxIdentity[CxFrancophone],CxIdentity[CxNA],CxIdentity[CxDK],CxIdentity[CxRF],QFSA,CxAgeOTF
A1,A5,,,,A2,A3,A4,A4,A3,A3,17,High,A1,A2   ,RF,26,NB,,RF,,,,Y,,,,,,L8M,A4
A3,-oth-,Share knowledge about gardening,A4,A4,A4,A3,RF,A4,A4,A1,12,Mid,A2,A2   ,A1,60,M,,N,,,,Y,Y,,,,,M6R,A5
A3,-oth-,,A3,A3,A4,A3,A3,A3,A4,A4,17,High,A2,A1   ,A3,26,NB,,Y,,Y,,Y,Y,,,,,M5T,A4
A3,-oth-,Make friend n continue farming,A5,A1,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,64,F,,N,,Y,,,,,,,,M6k,A5
A3,-oth-,"Make friends, continue farming as i was a farmer back home. I wamted to share food to people",A5,A1,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,57,F,,N,,Y,,,,,,,,M6k,A5
A1,A5,,,,A2,A3,A2,A3,A3,A4,15,High,A1,A2   ,RF,56,M,,N,,Y,,,,,,,,M9V,A5
A3,A5,,A4,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,,F,,,,,,,,,,,,M6k,
A3,A2,,A5,A2,A4,A4,A4,A3,A3,A4,18,High,A2,A1   ,A1,58,F,,N,,Y,,,,,,,,M6k,A5
A1,A5,,,,A3,A4,A4,A4,A3,A4,19,High,A2,A2   ,RF,44,F,,N,,,,Y,,,,,,M6P,A4
A1,A5,,,,A3,A4,A4,A4,A3,A4,19,High,A2,A2   ,RF,44,F,,N,,,,Y,,,,,,M6P,A4
A3,A5,,A4,A3,A4,A4,A4,A3,A4,A4,19,High,A2,A1   ,A1,74,M,,N,,,,,,,Y,,,M6k,A6
A1,A5,,,,A2,A4,A4,A4,A4,A4,20,High,A1,A2   ,RF,72,F,,N,,,,,,,Y,,,M6P,A6
A1,A5,,,,A2,A4,A4,A4,A4,A4,20,High,A1,A2   ,RF,72,F,,N,,,,,,,Y,,,M6P,A6
A1,-oth-,Supporting my friend,,,A4,A3,A3,A3,A2,A4,15,High,A2,A2   ,RF,29,M,,N,,,,,,,,,Y,M5T,A4
A1,-oth-,I support advocacy work for homelesss amd i came to watch the film screening  eirk got,,,RF,A4,A3,A3,A4,A4,18,High,RF,RF   ,RF,83,F,,N,,,,,,,Y,,,M4r,A6
A2,A5,,A4,A3,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,51,M,,N,,,,,,,Y,,,M6K,A5
A3,A1,,A4,A1,A4,A3,A3,A3,A3,A3,15,High,A2,A1   ,A1,77,M,,N,,Y,,,,,,,,M6K,A6
A1,-oth-,I came to watch the film screening on homelessness as i am an advocate for homeless people,,,RF,A4,A4,A4,A4,A4,20,High,RF,RF   ,RF,83,F,,N,,,,,,,Y,,,M4k,A6
A1,-oth-,to learn more teaching that will help me assist my students,,,A3,A4,A4,A4,A3,A4,19,High,A2,A2   ,RF,51,M,,N,,,Y,,,,,,,L1N,A5
A1,A1,,,,A1,A4,A3,A4,RF,A3,14,Mid,A1,A2   ,RF,26,F,,N,,,Y,,,,,,,K9H,A4
A2,A5,,A4,,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,50,F,,N,,,Y,,,,,,,604,A5
A1,A5,,,,A2,A2,A2,A3,A3,A3,13,Mid,A1,A2   ,RF,49,F,,N,,,,,,,Y,,,K9L,A5
A1,-oth-,"work through my own ""stuff"", slowly but surely i get there with the help of others. I sincerley want to recognize things which may be holding me back in life.",,,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,RF,47,F,,N,,Y,Y,,,,,,,N0L,A5
A3,A4,,A3,A3,A4,A3,A3,A3,A3,A3,15,High,A2,A1   ,A3,37,F,,N,,,Y,,,,,,,L9S,A4
A1,A4,,,,A2,A3,A2,A3,A3,A3,14,Mid,A1,A2   ,RF,65,F,,N,,,Y,,,,,,,K9J,A6
A1,-oth-,learning tradition self healing,,,A1,A1,A4,A1,RF,A3,9,Low,A1,A2   ,RF,50,F,,N,,,,,,,,Y,,L1N,A5
A3,A4,,A5,A1,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,55,F,,N,,,,,Y,,,,,L7S,A5
A3,A5,,A5,A1,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,55,F,,N,,,,,Y,,,,,L7S,A5
A3,A3,,A5,A3,A3,,,,,,0,RF,A2,A2   ,A1,72,M,,N,,,,,Y,,,,,N5V,A6
A3,A2,,A4,A3,A3,,,,,,0,RF,A2,A2   ,A1,,F,,,,,,,,,,,,N6J,
A3,A2,,A4,A3,A3,,,,,,0,RF,A2,A2   ,A1,79,F,,N,,Y,,,,,,,,,A6
A1,A2,,,,RF,,,,,,0,RF,RF,RF   ,RF,85,F,,N,,,,,,,,,Y,N5X,A6
A2,A3,,A5,A4,A4,,,,,,0,RF,A2,A2   ,A1,91,F,,N,,,,,,,Y,,,,A6
A3,A1,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,59,M,,N,,,,,Y,,,,,,A5
A3,A3,,A5,A4,A3,,,,,,0,RF,A2,A2   ,A1,83,F,,N,,,,,,,Y,,,,A6
A3,-oth-,a social contact for my husband who has dementia,A4,A4,A4,,,,,,0,RF,A2,A2   ,A1,,,,,,,,,,,,,,,
A3,A3,,A4,A3,A2,,,,,,0,RF,A1,A2   ,A1,79,F,,N,,,,Y,,,,,,N5X,A6
A2,A3,,A4,A1,A2,,,,,,0,RF,A1,A1   ,A1,85,F,,N,,,,,,,Y,,,N0L,A6
A2,A3,,A3,A1,A1,,,,,,0,RF,A1,A2   ,A3,85,F,,N,,,,,,,Y,,,N0L,A6
A2,A3,,A3,A1,A1,,,,,,0,RF,A1,A2   ,A3,85,F,,N,,,,,,,Y,,,N0L,A6
A2,A3,,,A4,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,RF,50,F,,N,,,Y,,,,,,,604,A5
A1,A3,,,,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,RF,47,F,,N,,Y,Y,,,,,,,N0L,A5
A1,A5,,,,A3,A3,A4,A3,A4,A4,18,High,A2,A2   ,RF,40,F,,N,,,Y,,,,,,,p2a,A4
A2,A4,,A4,A3,A4,A1,A1,A1,A1,A1,5,Low,A2,A1   ,A1,7,F,,N,,,,,,,,,,L9S,A1
A2,A4,,A4,A4,A4,A1,A1,A1,A1,A1,5,Low,A2,A2   ,A1,37,F,,,,,Y,,,,,,,,A4
A3,A2,,A4,A1,A2,,,,,,0,RF,A1,A1   ,A1,88,F,,N,,,,,Y,,,,,N5R,A6
A3,A5,,A4,A2,A3,RF,A2,A3,A3,A3,11,Mid,A2,A1   ,A1,,M,,,,,,,,,,,,,
A2,-oth-,Have more cognitive social interaction,A4,A3,A3,,,,,,0,RF,A2,A2   ,A1,64,F,,N,,,,,,,Y,,,N5R,A5
A2,A1,,A2,A2,A2,,,,,,0,RF,A1,A2   ,A2,78,M,,N,,,,,,,Y,,,N5X,A6
A3,A3,,A5,A1,A4,,,,,,0,RF,A2,A1   ,A1,,F,,,,,,,,,,,,N5L,
A3,A2,,A3,A1,A2,,,,,,0,RF,A1,A1   ,A3,73,F,,N,,,,,,,Y,,,N6K,A6
A3,A1,,A2,A2,A2,A2,A3,RF,A2,A3,10,Mid,A1,A2   ,A2,23,F,,N,,,,Y,Y,,,,,L6M,A3
A1,A3,,,,A2,A2,A2,A3,A3,A3,13,Mid,A1,A2   ,RF,49,F,,N,,,,,,,Y,,,K9L,A5
A2,A1,,A4,A2,A4,,,,,,0,RF,A2,A1   ,A1,72,M,,N,,,,,Y,,,,,N5R,A6
A2,A2,,A3,A2,RF,,,,,,0,RF,RF,RF   ,A3,65,F,,N,,,,,,,Y,,,N6K,A6
A3,A6,,A4,A4,A4,,,,,,0,RF,A2,A2   ,A1,84,M,,N,,Y,,,,,,,,N6G,A6
A3,A3,,A2,A2,A2,A3,A3,RF,A3,A3,12,Mid,A1,A2   ,A2,,F,,,,,,,,,,,,L7M,
A2,A1,,A4,A1,,A3,A3,A3,A3,A3,15,High,RF,A2   ,A1,31,M,,N,,Y,,,,,,,,,A4
A2,A6,,A1,A1,A1,A2,A3,A2,A2,A3,12,Mid,A1,A2   ,A2,59,F,,N,,,,,Y,,,,,L7R,A5
A3,-oth-,all the above,A5,A1,A4,A3,A3,A3,A3,A3,15,High,A2,A1   ,A1,59,F,,N,,,,,Y,,,,,L7R,A5
A3,-oth-,all of the above,A3,A4,A4,A3,A3,A3,A2,A3,14,Mid,A2,A2   ,A3,61,F,,N,,,,,,,Y,,,L7M,A5
A3,A3,,A5,A4,A4,A3,A4,A3,A3,A3,16,High,A2,A2   ,A1,62,F,,N,,,,,,,,,Y,l1j,A5
A3,-oth-,inprove mental health and mitigate problems,A3,A2,A3,A3,A2,A3,A2,A3,13,Mid,A2,A1   ,A3,50,M,,N,,,,,Y,,,,,l6l,A5
A3,,,,,,A1,A1,A1,A1,RF,4,RF,RF,A2   ,RF,,,,,,,,,,,,,,,
A2,A1,,A3,A2,A3,A3,A3,A3,A3,A4,16,High,A2,A1   ,A3,,M,,,,,,,,,,,,,
A2,A3,,A2,A1,A3,A3,A2,A3,A2,A4,14,Mid,A2,A1   ,A2,52,F,,N,,,,,,,Y,,,,A5
A1,-oth-,Help get life on a routine and schedule with epilepsy.,,,A1,A1,A1,A1,A1,A1,5,Low,A1,A2   ,RF,37,F,,N,,,,,Y,,,,,L4N,A4
A3,A5,,A3,A1,A3,A2,A2,A3,A3,A2,12,Mid,A2,A1   ,A3,51,F,,N,Y,,,,,,,,,L7M,A5
A3,A2,,A5,A1,A3,A4,A3,A3,A3,A4,17,High,A2,A1   ,A1,,F,,,,,,,,,,,,L6y,
A3,A5,,A3,A3,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A3,,F,,,,,,,,,,,,L6Y,
A2,A1,,A3,A3,A4,A3,A3,A3,A3,A4,16,High,A2,A1   ,A3,35,F,,N,,,,,,,,,Y,,A4
A3,A5,,A5,A3,A3,A3,A3,A3,A3,RF,12,Mid,A2,A2   ,A1,45,F,,N,,Y,,,,,,,,L6Y,A5
A3,A1,,A5,A1,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,30,F,,N,,,,,,,Y,,,L6Y,A4
A3,A5,,A4,A1,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,43,F,,N,,Y,,,,,,,,L6y,A4
A3,A1,,A4,A2,A3,A3,A4,A3,A3,A4,17,High,A2,A1   ,A1,25,F,,N,,,,,,,Y,,,L6Y,A4
A1,A5,,,,A2,,A3,A3,A3,A3,12,Mid,A1,A2   ,RF,,F,,,,,,,,,,,,,
A3,A5,,A5,A4,A4,A3,A3,A3,A3,RF,12,Mid,A2,A2   ,A1,,F,,,,,,,,,,,,,
A3,A2,,A3,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A3,,F,,,,,,,,,,,,,
A3,A5,,A4,A2,A3,A4,A3,A3,A3,A4,17,High,A2,A1   ,A1,33,F,,N,,,,,,,Y,,,L6Y,A4
A2,A3,,A2,A3,A4,A3,A3,A3,A3,A4,16,High,A2,A1   ,A2,35,F,,N,,,,,,,,Y,,,A4
A3,A5,,A5,A1,A4,A4,A4,A3,A4,A3,18,High,A2,A1   ,A1,29,F,,N,,,,,,,Y,,,L6Y,A4
A3,A5,,A5,A2,A4,A3,A3,A4,A3,A4,17,High,A2,A1   ,A1,34,F,,N,,,,,,,,,Y,L6Y,A4
A3,A5,,A4,A3,A3,A3,A3,A3,A3,A4,16,High,A2,A2   ,A1,44,F,,N,,Y,,,,,,,,L4z,A4
A2,A5,,A4,A3,A4,A4,A3,A4,A3,A3,17,High,A2,A1   ,A1,,,,,,,,,,,,,,,
A3,A5,,A4,A1,A4,A3,A4,A4,A3,A4,18,High,A2,A1   ,A1,43,F,,N,,Y,,,,,,,,L6Y,A4
A3,A5,,A3,A2,A3,A3,A4,A3,A4,A4,18,High,A2,A1   ,A3,48,F,,N,,Y,,,Y,,,,,L6Y,A5
A2,A5,,A2,RF,RF,A3,A3,A3,A3,A3,15,High,RF,RF   ,A2,36,F,,N,,,,,,,Y,,,L6Y,A4
A3,A3,,A5,A3,A4,A3,A2,A2,A3,A3,13,Mid,A2,A1   ,A1,47,F,,N,,,,,,,Y,,,L5A,A5
A3,A1,,A3,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A3,,F,,,,,,,,,,,,,
A3,A5,,A4,A2,A3,A3,A3,A3,A3,A4,16,High,A2,A1   ,A1,33,F,,N,,,,,,,Y,,,,A4
A3,A1,,A5,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,36,F,,N,,,,,,,Y,,,L5B,A4
A3,A6,,A4,A3,A4,A3,A3,A3,A3,A3,15,High,A2,A1   ,A1,,F,,,,,,,,,,,,L6Y,
A2,A1,,A2,RF,A3,RF,RF,RF,RF,A4,4,RF,A2,RF   ,A2,,RF,,,,,,,,,,,,,
A3,A1,,A5,A4,A4,A3,A4,A3,A3,A4,17,High,A2,A2   ,A1,37,F,,N,,,,,,,,,Y,L6y,A4
A2,A5,,A5,A4,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,39,M,,N,,Y,,,,,,,,,A4
A3,A1,,A5,A4,A4,A4,A4,A4,A3,A4,19,High,A2,A2   ,A1,37,F,,N,,,,,,,,,Y,L6y,A4
A2,A1,,A2,RF,RF,A3,A3,A3,A3,A3,15,High,RF,RF   ,A2,29,F,,N,,,,,,,,,Y,,A4
A3,A5,,A5,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A1,40,F,,N,,,,,,,Y,,,,A4
A1,A5,,,,A1,A3,A4,A4,A3,A4,18,High,A1,A2   ,RF,,F,,,,,,,,,,,,N4T,
A1,A5,,,,A1,A3,A4,A4,A3,A4,18,High,A1,A2   ,RF,,NB,,,,,,,,,,,,N4T,
A3,A1,,A4,A3,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,32,F,,N,,,,,,,,,Y,L6Y,A4
A3,A5,,A5,A1,A4,A4,A3,A3,A3,A3,16,High,A2,A1   ,A1,48,F,,N,,Y,,,,,,,,L5A,A5
A3,A1,,A2,A2,A3,A3,A1,A1,A1,A1,7,Low,A2,A1   ,A2,34,F,,N,,,,,,,,,Y,,A4
A3,A5,,A5,A1,A3,A4,A4,A3,A3,A3,17,High,A2,A1   ,A1,39,F,,N,,Y,,,,,,,,,A4
A3,A5,,A5,A3,A4,A3,A2,A3,A3,A4,15,High,A2,A1   ,A1,43,RF,,,,,,,,,,,Y,,A4
A3,A1,,A3,A3,A4,A3,A3,A3,A3,A4,16,High,A2,A1   ,A3,29,F,,N,,,,,,,Y,,,,A4
A3,A2,,A2,A3,A3,A3,A4,A4,A3,A3,17,High,A2,A2   ,A2,34,F,,DK,,,,,,,,,Y,L6y,A4
A3,A5,,A4,RF,A3,A3,A3,A3,A3,A3,15,High,A2,RF   ,A1,,F,,,,,,,,,,,,,
A3,A5,,A1,A3,A3,A2,A1,A1,RF,A1,5,Low,A2,A2   ,A2,,-oth-,Prefer not to answer,,,,,,,,,,,,
A3,A5,,RF,RF,A3,A3,A3,A3,A3,A3,15,High,A2,RF   ,RF,46,F,,N,,,,,,,Y,,,L6Y,A5
A3,A5,,RF,A3,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,RF,,F,,,,,,,,,,,,L6Y,
A3,A3,,A1,A3,A2,A2,A2,A2,RF,RF,6,Low,A1,A2   ,A2,,RF,,,,,,,,,,,,,
A3,A2,,A5,A4,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,43,F,,DK,,,,,,,,,Y,L6y,A4
A3,A2,,A5,A4,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,43,F,,RF,,,,,,,,,Y,L6y,A4
A3,A2,,A5,A3,A3,,,,,A3,3,RF,A2,A2   ,A1,,F,,,,,,,,,,,,,
A1,A5,,,,A2,A4,A4,A4,A3,A4,19,High,A1,A2   ,RF,45,F,,N,,Y,,,,,,,,L6S,A5
A3,A1,,A5,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,38,F,,N,,,,,,,,,Y,L6Y,A4
A3,A5,,A5,A1,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,32,F,,N,,,,,,,Y,,,L6y,A4
A3,A5,,A5,A1,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,32,F,,N,,,,,,,Y,,,L6Y,A4
A3,A5,,A4,A2,A3,A3,A3,A1,A3,A2,12,Mid,A2,A1   ,A1,,F,,,,,,,,,,,,L6Y,
A3,A1,,A5,A2,A3,RF,A3,A3,A3,A3,12,Mid,A2,A1   ,A1,34,F,,N,,,,,,,Y,,Y,L6Y,A4
A1,A2,,,,RF,A4,A4,A3,A3,A4,18,High,RF,RF   ,RF,,F,,,,,,,,,,,,L6Y,
A1,A2,,,,RF,A4,A3,A3,A3,A4,17,High,RF,RF   ,RF,,F,,,,,,,,,,,,L6Y,
A3,A2,,A2,A4,A4,RF,A3,A3,A3,A3,12,Mid,A2,A2   ,A2,,F,,,,,,,,,,,,,
A1,A2,,,,RF,A4,A3,A3,A3,A4,17,High,RF,RF   ,RF,,F,,,,,,,,,,,,L6Y,
A3,A2,,A3,A4,A4,A3,A3,A3,A3,A3,15,High,A2,A2   ,A3,,RF,,,,,,,,,,,,,
A3,A5,,A5,A2,A4,A3,A4,A4,A3,A3,17,High,A2,A1   ,A1,38,F,,N,,,,,,,Y,,,L5J,A4
A3,A5,,A5,A2,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,38,F,,N,,,,,,,Y,,,L5J,A4
A2,A5,,A5,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A1,36,RF,,RF,,,,,,,,,Y,L6Y,A4
A3,A2,,A5,A3,A2,,,,,,0,RF,A1,A2   ,A1,79,F,,N,,,,Y,Y,,,,,N5X,A6
A1,A6,,,,A1,A3,A2,A2,A2,A2,11,Mid,A1,A2   ,RF,66,M,,N,,,,,,,Y,,,L7g,A6
A1,A4,,,,A3,RF,A4,A3,RF,A3,10,Mid,A2,A2   ,RF,77,DK,,N,Y,Y,Y,,Y,,,,,L5M,A6
A1,A3,,,,A2,A2,A2,A2,A3,A3,12,Mid,A1,A2   ,RF,,F,,,,,,,,,,,,,
A3,A4,,A2,A1,A1,A2,A3,A2,A2,A3,12,Mid,A1,A2   ,A2,45,M,,N,,,,,Y,,,,,L6H,A5
A3,A4,,A4,A2,A3,A2,A3,A4,A4,A3,16,High,A2,A1   ,A1,63,F,,N,,,Y,,,,,,,L7P,A5
A3,A3,,A4,A2,A3,A3,A3,A4,A3,A3,16,High,A2,A1   ,A1,63,F,,N,,,Y,,,,,,,L7P,A5
A3,A5,,A5,A2,A3,A1,A3,A4,A4,A4,16,High,A2,A1   ,A1,58,F,,N,,,,,Y,,,,,,A5
A1,A5,,A4,,A2,,,,,,0,RF,A1,A2   ,A1,51,F,,Y,,,,Y,,,,,,N5V,A5
A1,A5,,,,A2,A3,A3,A4,A3,A3,16,High,A1,A2   ,RF,36,F,,N,,,,,Y,,,,,L1s,A4
A2,A2,,A5,A3,A4,A4,A4,A3,A4,A4,19,High,A2,A1   ,A1,63,F,,N,,,,,,,Y,,,L1X,A5
A3,-oth-,Learn to cook more foods,A4,A2,A2,A2,A2,A2,A3,A1,10,Mid,A1,A2   ,A1,,F,,,,,,,,,,,,L1h,
A1,A3,,,,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,RF,27,F,,N,Y,,,,,,,,,,A4
A2,A5,,A4,A3,A4,A3,A2,A4,A4,A2,15,High,A2,A1   ,A1,27,F,,DK,,,Y,,,,,,,L1h,A4
A2,A5,,A5,A1,A3,A2,A3,A3,A4,A4,16,High,A2,A1   ,A1,,F,,,,,,,,,,,,,
A1,A6,,A4,,A3,,,,,,0,RF,A2,A2   ,A1,35,F,,N,,Y,,,,,,,,,A4
A1,A6,,A4,,A3,,,,,,0,RF,A2,A2   ,A1,35,F,,N,,Y,,,,,,,,,A4
A3,A6,,A5,A4,A4,,,,,,0,RF,A2,A2   ,A1,51,F,,,,,,,,,Y,,,L8B,A5
A1,A6,,A4,,A2,,,,,,0,RF,A1,A2   ,A1,72,F,,N,,,,,,,Y,,,L5L,A6
A1,A5,,,,A1,A3,A3,A3,A3,A4,16,High,A1,A2   ,RF,24,F,,N,,,Y,,,,,,,L1h,A3
A3,A5,,A5,A3,A4,A4,A4,A3,A4,A4,19,High,A2,A1   ,A1,15,F,,N,,,,,,,Y,,,L6C,A2
A3,A1,,A2,RF,RF,A3,A3,A3,A3,A3,15,High,RF,RF   ,A2,15,F,,N,,Y,,,,,,,,,A2
A2,A5,,A4,A2,A2,A3,A3,A2,A2,A3,13,Mid,A1,A2   ,A1,45,M,,N,Y,,,,,,,,,N2C,A5
A3,A1,,A4,A4,A4,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,74,F,,N,,,,,,,Y,,,L1v,A6
A1,A5,,,,A2,A2,A2,A2,A3,A3,12,Mid,A1,A2   ,RF,,F,,,,,,,,,,,,L1Z,
A3,A4,,A2,RF,A1,A3,A3,A3,A2,A3,14,Mid,A1,RF   ,A2,45,F,,N,,,,,,,,Y,,L7T,A5
A3,A3,,A5,A2,A4,A4,A3,A3,A3,A4,17,High,A2,A1   ,A1,72,DK,,N,,,,,,,Y,,,,A6
A3,A6,,RF,A1,A1,A3,A2,A1,A1,A3,10,Mid,A1,A2   ,RF,49,F,,N,,,,,Y,,,,,L7G,A5
A3,A4,,A2,A2,A1,A3,A3,A1,A1,A3,11,Mid,A1,A2   ,A2,49,F,,N,,,,,Y,,,,,L7G,A5
A3,A4,,A4,A1,A1,A3,A3,A3,A3,A4,16,High,A1,A2   ,A1,60,F,,N,,,,,,,,,Y,L7R,A5
A1,A5,,A5,,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,62,M,,N,,,,,Y,,,,,,A5
A3,A4,,A5,A3,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,,M,,,,,,,,,,,,,
A3,A2,,A4,A2,A3,A3,A4,A4,A3,A3,17,High,A2,A1   ,A1,56,F,,N,,Y,,,,,,,,,A5
A1,A5,,A5,,A3,A4,A2,A3,A4,A2,15,High,A2,A2   ,A1,70,M,,N,,Y,,,,,,,,,A6
A1,A1,,A4,,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,27,F,,N,,,,,Y,,,,,,A4
A1,A3,,A1,,A1,A2,A3,A2,A2,A3,12,Mid,A1,A2   ,A2,70,F,,N,,,,,Y,,,,,,A6
A3,A4,,A5,A3,A3,A4,A4,A4,A3,A4,19,High,A2,A2   ,A1,51,M,,N,,,,,Y,,,,,L7S,A5
A3,-oth-,all of the above,A2,A2,A3,A2,A2,A2,A2,A2,10,Mid,A2,A1   ,A2,,,,,,,,,,,,,,,
A3,A5,,A4,A2,A3,A3,A3,A3,A4,A3,16,High,A2,A1   ,A1,,F,,,,,,,,,,,,,
A3,-oth-,Housing,A4,A3,A3,A3,A3,RF,A2,A4,12,Mid,A2,A2   ,A1,62,M,,N,,,,,Y,,,,,L7T,A5
A1,,,,,A2,A3,A3,A3,A4,A4,17,High,A1,A2   ,RF,,M,,,,,,,,,,,,n5c,
A2,A2,,A5,A3,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,0,F,,N,,,,,,,Y,,,,
A1,A5,,,,A2,A3,A4,A4,A4,A4,19,High,A1,A2   ,RF,24,-oth-,transmasculine non-binary,Y,,,,Y,,,,,,N6H,A3
A3,A2,,A5,A4,A3,,,,,,0,RF,A2,A2   ,A1,,M,,,,,,,,,,,,N6C,
A1,A5,,,,A2,A3,A3,A3,A3,A3,15,High,A1,A2   ,RF,27,M,,Y,,,,Y,Y,,,,,n5c,A4
A1,A3,,,,RF,A3,A4,A3,A3,A4,17,High,RF,RF   ,RF,13,NB,,N,,,,Y,,,,,,N4S,A2
A3,A6,,A2,A1,A2,A3,A4,A3,A2,A3,15,High,A1,A1   ,A2,51,M,,N,,,,,,,,,Y,L7R,A5
A2,A3,,A4,A3,A3,A3,A3,RF,A4,A3,13,Mid,A2,A2   ,A1,46,F,,N,,,,,Y,,,,,L7t,A5
A3,A6,,A5,A4,A4,,,,,,0,RF,A2,A2   ,A1,60,M,,N,,Y,,,,,,,,N6P,A5
A3,A1,,A5,A4,A4,A4,A3,A4,A3,A4,18,High,A2,A2   ,A1,30,F,,N,,,,,,,,,Y,L6Y,A4
A2,A5,,A5,A3,A3,,,,,,0,RF,A2,A2   ,A1,64,F,,N,,,,,,,,,,L5L,A5
A1,A5,,A5,,A4,,,,,,0,RF,A2,A2   ,A1,83,F,,N,,,,,,,,,,L5M,A6
A1,A5,,A5,,A2,,,,,,0,RF,A1,A2   ,A1,,F,,,,,,,,,,,,L5R,
A3,A5,,A5,A2,A3,,,,,,0,RF,A2,A1   ,A1,,F,,,,,,,,,,,,M9V,
A1,A5,,A2,,A4,,,,,,0,RF,A2,A2   ,A2,73,F,,,,,,,,,,,,I9T,A6
A1,A5,,A4,,A4,,,,,,0,RF,A2,A2   ,A1,73,F,,,,,,,,,,,,L6V,A6
A3,A5,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,,F,,,,,,,,,,,,L5M,
A1,-oth-,I like dancing. It energized me.,A5,,A4,,,,,,0,RF,A2,A2   ,A1,,F,,,,,,,,,,,,L5M,
A3,A5,,A5,A4,A4,,,,,,0,RF,A2,A2   ,A1,,F,,,,,,,,,,,,,
A2,A3,,A5,A3,A3,,,,,,0,RF,A2,A2   ,A1,65,F,,,,,,,,,,,,,A6
A1,A5,,A4,,A3,,,,,,0,RF,A2,A2   ,A1,,F,,,,,,,,,,,,L5V,
A1,A5,,A5,,A2,,,,,,0,RF,A1,A2   ,A1,70,F,,,,,,,,,,,,L5A,A6
A2,A3,,A2,A2,A3,,,,,,0,RF,A2,A1   ,A2,,F,,,,,,,,,,,,L5M,
A2,A3,,A4,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,35,F,,N,,,,,,,Y,,,n0b,A4
A1,-oth-,Discover options for my mom with dementia,A2,,RF,,,,,,0,RF,RF,RF   ,A2,54,M,,N,,,,,,,Y,,,V3H,A5
A1,-oth-,Someone to consult about dementia care options for family member in Ontario,A5,,RF,,,,,,0,RF,RF,RF   ,A1,,F,,,,,,,,,,,,B0S,
A3,A6,,A2,A2,A4,A3,A3,A3,A3,A3,15,High,A2,A1   ,A2,56,F,,N,,,,,Y,,,,,L7J,A5
A3,A6,,A4,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A1,56,F,,N,,,,,Y,,,,,L7J,A5
A2,A3,,A4,A2,RF,,,,,,0,RF,RF,RF   ,A1,62,M,,N,,,,,,,Y,,,n6b,A5
A1,A4,,A2,,A4,,,,,,0,RF,A2,A2   ,A2,60,F,,N,,,,,,,Y,,,L7T,A5
A1,-oth-,All above,RF,,A3,A3,A3,A3,RF,A3,12,Mid,A2,A2   ,RF,36,RF,,RF,,,,,,,,,Y,L6Y,A4
